39.1003800000	-94.5779200000
39.1019254956	-94.5767754369
39.1023634256	-94.5799306483
39.0992901386	-94.5770678503
39.0989455097	-94.5791429120
39.0999803441	-94.5779722514
39.1010846773	-94.5795375292
39.1023126764	-94.5790754332
39.0965386386	-94.5780453165
39.0993530107	-94.5806363752
39.1036275602	-94.5779631801
39.0985855349	-94.5778192875
39.1008150342	-94.5812870415
39.0991024693	-94.5780614024
39.0984145325	-94.5762613681
39.0996552003	-94.5740214577
39.1010688874	-94.5813772255
39.1002896326	-94.5768860332
39.0968081453	-94.5774898728
39.0972692897	-94.5781968712
39.1039138325	-94.5777046176
39.1006053257	-94.5802567041
39.1008681612	-94.5798475058
39.1013354508	-94.5764988007
39.1008968503	-94.5793061925
39.0991750697	-94.5761338491
39.1020903686	-94.5799864771
39.1013832536	-94.5774006309
39.1018280663	-94.5777568377
39.1022252692	-94.5783951519
39.0974519481	-94.5774945175
39.1017946286	-94.5799293322
39.0960940254	-94.5788790430
39.1006386165	-94.5811642371
39.1028019675	-94.5813508589
39.1013141760	-94.5763646304
39.0999611540	-94.5806497668
39.1025379144	-94.5769757040
39.1003910576	-94.5773625081
39.1012899823	-94.5818698565
39.1026913868	-94.5770989528
39.1015366347	-94.5769668751
39.1018966172	-94.5812252153
39.1012551855	-94.5757642491
39.1038124577	-94.5807718093
39.1000179535	-94.5761090950
39.1001698821	-94.5785261150
39.0994922821	-94.5736056772
39.0972249745	-94.5774776655
39.0974117273	-94.5775174960
39.1015115599	-94.5787108286
39.1046215031	-94.5795563189
39.1032260182	-94.5777816421
39.1025133453	-94.5788762701
39.1024466310	-94.5785899687
39.0983631089	-94.5807627893
39.1003066591	-94.5761253930
39.0982521296	-94.5757900496
39.0976838128	-94.5789114563
39.0971896408	-94.5752902412
39.0992652336	-94.5810346454
39.0979709108	-94.5787134979
39.1002972081	-94.5792998418
39.1000614662	-94.5786746623
39.1014265931	-94.5763000929
39.1006012317	-94.5769630350
39.1023835440	-94.5771599521
39.1006351394	-94.5806808045
39.1019376168	-94.5785325554
39.0968649845	-94.5749173086
39.0981099659	-94.5766010200
39.0984742688	-94.5769468247
39.0977254792	-94.5771691758
39.0970139558	-94.5779541651
39.1043822277	-94.5781857705
39.1022125924	-94.5774660936
39.0984672403	-94.5790883200
39.1011900329	-94.5820953621
39.0993330897	-94.5783619641
39.1002355825	-94.5778613347
39.0994770166	-94.5768333595
39.0965416914	-94.5757650113
39.0964697474	-94.5758167787
39.0973294776	-94.5767113888
39.0977168922	-94.5782676808
39.1010186922	-94.5792065728
39.0979166922	-94.5790619733
39.1008633165	-94.5747248742
39.0983405660	-94.5807081277
39.0976598810	-94.5766187297
39.1013092834	-94.5811967278
39.1011971093	-94.5764839276
39.0999241055	-94.5786593053
39.0976240026	-94.5785852696
39.1022334422	-94.5774405959
39.0986439229	-94.5788400119
39.0998131841	-94.5786208787
39.0995321728	-94.5753435515
39.0974356360	-94.5762757001
39.1010000604	-94.5815542910
39.0991783072	-94.5761143722
39.1011039901	-94.5738234743
39.1024906272	-94.5798113836
39.0974687668	-94.5758366994
39.1004954777	-94.5765102650
39.1008247979	-94.5780458062
39.1014009488	-94.5797836718
39.1016076750	-94.5753233375
39.1022565884	-94.5775081566
39.0991375235	-94.5775334935
39.1012013073	-94.5808993887
39.0973432990	-94.5781820140
39.0996571709	-94.5740333316
39.0989130182	-94.5762543970
39.0997318188	-94.5783148082
39.1013138194	-94.5766134283
39.1047383765	-94.5785178525
39.1019607798	-94.5777043466
39.1041528786	-94.5820126009
39.1011454321	-94.5753491692
39.1023162374	-94.5770016727
39.0992188794	-94.5755511870
39.1019341695	-94.5805993870
39.1002610385	-94.5784922306
39.0989769642	-94.5737622360
39.0997346239	-94.5762084543
39.1036348212	-94.5759795653
39.0995850171	-94.5785406521
39.1011679901	-94.5804992438
39.1014690125	-94.5754320790
39.0968225340	-94.5791716215
39.0990855805	-94.5785189755
39.0978610075	-94.5782128266
39.0976584125	-94.5742874304
39.0999650486	-94.5806905232
39.0967272122	-94.5777070641
39.1045440501	-94.5811519335
39.0998010902	-94.5772585355
39.1012811478	-94.5761628941
39.0987816808	-94.5797677003
39.1034670332	-94.5815969256
39.1004816117	-94.5778449611
39.1001177131	-94.5790416867
39.0999635923	-94.5764257896
39.1013877702	-94.5763907440
